PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,BioBERT_Conf,PubMedBERT_Relation,PubMedBERT_Conf,BioLinkBERT_Relation,BioLinkBERT_Conf,All_Agree,Avg_Confidence,Ensemble_Result,Ensemble_Conf,Decision_Method
18937548,Interleukin-18,pleiotropic proinflammatory cytokine,Interleukin-18 (IL-18) is a pleiotropic proinflammatory cytokine with the ability to induce interferon-gamma production in T-helper cells type 1 and natural killer cells.,Association,0.8442094326019287,Association,0.6682418584823608,NO_RELATION,0.9882479310035706,False,0.83356640736262,,,Escalate_No_Majority
18937548,Interleukin-18,interferon-gamma,Interleukin-18 (IL-18) is a pleiotropic proinflammatory cytokine with the ability to induce interferon-gamma production in T-helper cells type 1 and natural killer cells.,Association,0.781105637550354,Association,0.6275115013122559,NO_RELATION,0.9826587438583374,False,0.7970919609069824,,,Escalate_Single_Model
18941460,Hepatocyte growth factor,Met receptor,"Hepatocyte growth factor (HGF), through Met receptor binding, fulfils numerous functions in invasive tumour growth (survival/proliferation, motility, apoptosis), but epigenetic control of gene expression in this process is poorly understood.",Association,0.9145896434783936,NO_RELATION,0.70200115442276,NO_RELATION,0.946341335773468,False,0.8543107112248739,,,Escalate_No_Majority
18954258,Tumor necrosis factor,proinflammatory cytokine,"Tumor necrosis factor (TNF)-alpha is a proinflammatory cytokine that mediates inflammation in response to various pathogens, including Mycobacterium tuberculosis, but is also a key factor in the pathogenesis of rheumatoid arthritis and other autoimmune diseases.",Association,0.8644508719444275,Association,0.7799999713897705,NO_RELATION,0.59494549036026,False,0.7464654445648193,,,Escalate_Single_Model
18954521,Tumor necrosis factor,multifunctional cytokine,"Tumor necrosis factor (TNF) is a multifunctional cytokine that plays important roles in diverse cellular events such as cell survival, proliferation, differentiation, and death.",Association,0.8995013236999512,Association,0.4081448316574096,NO_RELATION,0.988838791847229,False,0.7654949824015299,,,Escalate_No_Majority
18954528,Interleukin-6,pleiotropic cytokine,Interleukin-6 (IL-6) is a pleiotropic cytokine that is associated with tumor metastasis and prostate cancer.,Association,0.8940851092338562,Association,0.8516988158226013,NO_RELATION,0.9577503800392152,False,0.9011781016985575,Association,0.8940851092338562,Accepted_By_Ensemble
18971273,Tumor necrosis factor,interferon (IFN) family,Tumor necrosis factor (TNF) and members of the interferon (IFN) family have been shown to independently inhibit the replication of a variety of viruses.,Association,0.4408828318119049,Association,0.2707880139350891,NO_RELATION,0.9859017133712769,False,0.5658575197060903,,,Escalate_Single_Model
18976019,Tumor necrosis factor,interleukin 6,"Tumor necrosis factor alpha, interleukin 6, and interleukin 8 serum/plasma levels are frequently used for the monitoring of patients with systemic immune activation/ sepsis.",Association,0.8290432095527649,Association,0.79558926820755,Association,0.6258974075317383,True,0.7501766284306844,,,Escalate_Single_Model
18976019,Tumor necrosis factor,interleukin 8,"Tumor necrosis factor alpha, interleukin 6, and interleukin 8 serum/plasma levels are frequently used for the monitoring of patients with systemic immune activation/ sepsis.",Association,0.8262220025062561,Association,0.7632719278335571,Association,0.629423975944519,True,0.7396393020947775,,,Escalate_Single_Model
18976446,Interleukin-6,pro-inflammatory mediator,Interleukin-6 (IL-6) is an important pro-inflammatory mediator implicated in immune-mediated complications of allogeneic haematopoietic stem cell transplantation (aHSCT).,Association,0.8168570399284363,Association,0.798638105392456,Association,0.5273926258087158,True,0.7142959237098694,,,Escalate_Single_Model
18980965,Interleukin-8,proinflammatory CXC chemokine,Interleukin-8 (IL-8) is a proinflammatory CXC chemokine associated with the promotion of neutrophil chemotaxis and degranulation.,Association,0.8659807443618774,Association,0.8459044694900513,NO_RELATION,0.9817644953727722,False,0.8978832364082336,Association,0.8659807443618774,Accepted_By_Ensemble
18982345,Tumor necrosis factor,anti-TNF monoclonal antibody,Tumor necrosis factor (TNF) is known to play an important role in various immune-mediated ocular diseases; intravenous administration of the anti-TNF monoclonal antibody infliximab has proved beneficial in such cases.,Association,0.8753970861434937,Association,0.4375129044055938,Association,0.6214619278907776,True,0.6447906394799551,,,Escalate_Single_Model
18986700,Interleukin-6,receptor complex,"Interleukin-6 (IL-6) and its receptor complex, IL-6 receptor (IL-6R) and gp130, are critical in induction of suppressor of cytokine signalling-3 (SOCS-3) protein, a negative cytokine regulator and anti-inflammatory mediator, in a biological system.",Association,0.922368049621582,Association,0.8289658427238464,NO_RELATION,0.931993007659912,False,0.8944423000017802,Association,0.922368049621582,Accepted_By_Ensemble
18986700,Interleukin-6,IL-6 receptor,"Interleukin-6 (IL-6) and its receptor complex, IL-6 receptor (IL-6R) and gp130, are critical in induction of suppressor of cytokine signalling-3 (SOCS-3) protein, a negative cytokine regulator and anti-inflammatory mediator, in a biological system.",Association,0.9224626421928406,Association,0.8526729941368103,NO_RELATION,0.9409204721450806,False,0.9053520361582438,Association,0.9224626421928406,Accepted_By_Ensemble
18986700,Interleukin-6,IL-6R,"Interleukin-6 (IL-6) and its receptor complex, IL-6 receptor (IL-6R) and gp130, are critical in induction of suppressor of cytokine signalling-3 (SOCS-3) protein, a negative cytokine regulator and anti-inflammatory mediator, in a biological system.",Association,0.9217062592506408,Association,0.8305437564849854,NO_RELATION,0.9769645929336548,False,0.9097382028897604,Association,0.9217062592506408,Accepted_By_Ensemble
18986700,Interleukin-6,cytokine signalling-3,"Interleukin-6 (IL-6) and its receptor complex, IL-6 receptor (IL-6R) and gp130, are critical in induction of suppressor of cytokine signalling-3 (SOCS-3) protein, a negative cytokine regulator and anti-inflammatory mediator, in a biological system.",Association,0.9164921045303344,Association,0.84627765417099,NO_RELATION,0.965912938117981,False,0.9095608989397684,Association,0.9164921045303344,Accepted_By_Ensemble
18986700,Interleukin-6,negative cytokine regulator,"Interleukin-6 (IL-6) and its receptor complex, IL-6 receptor (IL-6R) and gp130, are critical in induction of suppressor of cytokine signalling-3 (SOCS-3) protein, a negative cytokine regulator and anti-inflammatory mediator, in a biological system.",Association,0.9171118140220642,Association,0.8336215019226074,NO_RELATION,0.9398651719093324,False,0.8968661626180013,Association,0.9171118140220642,Accepted_By_Ensemble
18989750,Interleukin-13,TH2 cytokine,Interleukin-13 (IL-13) is a TH2 cytokine with direct and indirect immunoregulatory functions on cancer cells.,Association,0.8756459951400757,Association,0.8472233414649963,NO_RELATION,0.9800205230712892,False,0.900963286558787,Association,0.8756459951400757,Accepted_By_Ensemble
18989750,Interleukin-13,immunoregulatory,Interleukin-13 (IL-13) is a TH2 cytokine with direct and indirect immunoregulatory functions on cancer cells.,Association,0.8361907601356506,Association,0.8407859206199646,NO_RELATION,0.9324936270713806,False,0.8698234359423319,Association,0.8407859206199646,Accepted_By_Ensemble
18990074,Interleukin-1 beta,pro-inflammatory cytokines,Interleukin-1 beta is one of the most important pro-inflammatory cytokines.,Association,0.8581292629241943,Association,0.8443419933319092,Association,0.6453860998153687,True,0.7826191186904907,Association,0.8581292629241943,Accepted_By_Ensemble
18992144,Hepatocyte growth factor,receptor c-MET,Hepatocyte growth factor (HGF) and its receptor c-MET are commonly expressed in malignant gliomas and embryonic neuroectodermal tumors including medulloblastoma and appear to play an important role in the growth and dissemination of these malignancies.,Association,0.9147003293037416,Association,0.850394606590271,Association,0.4709779620170593,True,0.7453576326370239,Association,0.9147003293037416,Accepted_By_Ensemble
18996488,Tumor necrosis factor,TRAF6,"Tumor necrosis factor receptor-associated factor 6 (TRAF6), a key signaling adaptor molecule common to the TNFR superfamily and IL-1R/TLR family, is important not only for a diverse array of physiological processes functions of the TNFR superfamily, but also is involved in adaptive immunity and innate immunity.",Association,0.9151910543441772,Association,0.7605693936347961,NO_RELATION,0.9904695153236388,False,0.8887433211008707,,,Escalate_No_Majority
18996488,Tumor necrosis factor,TNFR superfamily,"Tumor necrosis factor receptor-associated factor 6 (TRAF6), a key signaling adaptor molecule common to the TNFR superfamily and IL-1R/TLR family, is important not only for a diverse array of physiological processes functions of the TNFR superfamily, but also is involved in adaptive immunity and innate immunity.",Association,0.9156015515327454,Association,0.7034525275230408,NO_RELATION,0.9871663451194764,False,0.8687401413917542,,,Escalate_No_Majority
18996488,Tumor necrosis factor,IL-1R/TLR family,"Tumor necrosis factor receptor-associated factor 6 (TRAF6), a key signaling adaptor molecule common to the TNFR superfamily and IL-1R/TLR family, is important not only for a diverse array of physiological processes functions of the TNFR superfamily, but also is involved in adaptive immunity and innate immunity.",Association,0.918420433998108,Association,0.7226554751396179,NO_RELATION,0.9837914705276488,False,0.8749557932217916,,,Escalate_No_Majority
18997484,Interleukin-10,major anti-inflammatory cytokine,Interleukin-10 (IL-10) is a major anti-inflammatory cytokine that plays a crucial role in the regulation of the immune system.,Association,0.8600380420684814,Association,0.820213258266449,NO_RELATION,0.9822680950164796,False,0.8875064651171366,Association,0.8600380420684814,Accepted_By_Ensemble
18998053,Interleukin-6,proinflammatory cytokine,Interleukin-6 (IL-6) is a proinflammatory cytokine implicated in the immunopathogenesis of tuberculosis (TB).,Association,0.8750880360603333,Association,0.8075265288352966,NO_RELATION,0.8662413954734802,False,0.84961865345637,Association,0.8750880360603333,Accepted_By_Ensemble
19004529,Interleukin-6,C-reactive protein,"The aim of the current study was to examine the association between homocysteine and 6-year cognitive decline, and the modifying role of the inflammatory markers Interleukin-6 (IL-6), C-reactive protein (CRP) and alpha-1-antichymotrypsin (ACT).",Association,0.8675076365470886,Association,0.8794681429862976,Association,0.8253651857376099,True,0.8574469884236654,Association,0.8794681429862976,Accepted_By_Ensemble
19004529,Interleukin-6,CRP,"The aim of the current study was to examine the association between homocysteine and 6-year cognitive decline, and the modifying role of the inflammatory markers Interleukin-6 (IL-6), C-reactive protein (CRP) and alpha-1-antichymotrypsin (ACT).",Association,0.8686747550964355,Association,0.8671674132347107,Association,0.8729552030563354,True,0.8695991237958273,Association,0.8729552030563354,Accepted_By_Ensemble
19004529,Interleukin-6,alpha-1-antichymotrypsin,"The aim of the current study was to examine the association between homocysteine and 6-year cognitive decline, and the modifying role of the inflammatory markers Interleukin-6 (IL-6), C-reactive protein (CRP) and alpha-1-antichymotrypsin (ACT).",Association,0.8703655004501343,Association,0.8724071979522705,Association,0.8307425379753113,True,0.8578384121259054,Association,0.8724071979522705,Accepted_By_Ensemble
19004529,Interleukin-6,ACT,"The aim of the current study was to examine the association between homocysteine and 6-year cognitive decline, and the modifying role of the inflammatory markers Interleukin-6 (IL-6), C-reactive protein (CRP) and alpha-1-antichymotrypsin (ACT).",Association,0.8722892999649048,Association,0.8669268488883972,Association,0.9096457958221436,True,0.8829539815584818,Association,0.9096457958221436,Accepted_By_Ensemble
19010373,Interleukin-6,pleiotropic cytokine,"Interleukin-6 (IL-6) is a pleiotropic cytokine and a contributing factor in many diseases such as rheumatoid arthritis, Castleman's disease, Crohn's disease, and multiple myeloma.",Association,0.883770227432251,Association,0.8524890542030334,NO_RELATION,0.9570862054824828,False,0.8977818290392557,Association,0.883770227432251,Accepted_By_Ensemble
19010904,Interleukin-13,IL-13Ralpha2,"Interleukin-13 (IL-13) receptor alpha2 (IL-13Ralpha2), a high-affinity IL-13 binding subunit and a tumor antigen, is amplified in a variety of human tumor cell lines and tumors in vivo.",Association,0.9177034497261048,Association,0.5790308713912964,NO_RELATION,0.9839860200881958,False,0.8269067804018656,,,Escalate_No_Majority
19010904,Interleukin-13,high-affinity IL-13 binding subunit,"Interleukin-13 (IL-13) receptor alpha2 (IL-13Ralpha2), a high-affinity IL-13 binding subunit and a tumor antigen, is amplified in a variety of human tumor cell lines and tumors in vivo.",Association,0.9168506860733032,Association,0.3780794143676758,NO_RELATION,0.905021607875824,False,0.733317236105601,,,Escalate_No_Majority
19010928,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) has been used to treat patients with certain tumor types.,Association,0.5452136993408203,Association,0.5036064982414246,NO_RELATION,0.9477339386940002,False,0.665518045425415,,,Escalate_Single_Model
